Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance
Abbey Wood,ABW,2.0,51.4910605627019,0.121394025366647,53.9579660426758,-1.09318220382403,2.7496941763840423
Aber,ABE,2.0,51.5749691125956,-3.22982905106563,53.9579660426758,-1.09318220382403,3.2006146470012773
Abercynon,ACY,2.0,51.6447124034837,-3.32698855170195,53.9579660426758,-1.09318220382403,3.2157476889605587
Aberdare,ABA,2.0,51.7150618291708,-3.44308409477462,53.9579660426758,-1.09318220382403,3.248485525295078
Aberdeen,ABD,0.0,57.1437058328662,-2.09868538622245,53.9579660426758,-1.09318220382403,3.3406548251227255
Aberdour,AUR,1.0,56.0545955695197,-3.30056061487314,53.9579660426758,-1.09318220382403,3.0444005686504796
Aberdovey,AVY,1.0,52.5439615025967,-4.05706796158074,53.9579660426758,-1.09318220382403,3.283904326316065
Abererch,ABH,1.0,52.8985884658899,-4.37417647351973,53.9579660426758,-1.09318220382403,3.447782511698321
Abergavenny,AGV,1.0,51.8166930409601,-3.00964730040687,53.9579660426758,-1.09318220382403,2.8736542127223395
Abergele & Pensarn,AGL,1.0,53.2945771647609,-3.58262268840784,53.9579660426758,-1.09318220382403,2.5763149515589236
Aberystwyth,AYW,1.0,52.4140498933205,-4.08189442746786,53.9579660426758,-1.09318220382403,3.3639378460367153
Accrington,ACR,0.0,53.7529733751372,-2.36954810226505,53.9579660426758,-1.09318220382403,1.292722669580658
Achanalt,AAT,2.0,57.6096018732679,-4.91385256332031,53.9579660426758,-1.09318220382403,5.28507012585429
Achnasheen,ACN,2.0,57.5792959197415,-5.07233352893289,53.9579660426758,-1.09318220382403,5.380304391634757
Achnashellach,ACH,2.0,57.4820809030767,-5.33305678830677,53.9579660426758,-1.09318220382403,5.5132496806730185
Acklington,ACK,1.0,55.3070993237817,-1.65183479633575,53.9579660426758,-1.09318220382403,1.46022372577206
Acle,ACL,2.0,52.6346777628319,1.54391497575916,53.9579660426758,-1.09318220382403,2.9504869777949954
Acocks Green,ACG,2.0,52.4493240670217,-1.81897562150643,53.9579660426758,-1.09318220382403,1.6741495440541168
Acton Bridge (Cheshire),ACB,1.0,53.2665097605329,-2.60312690733168,53.9579660426758,-1.09318220382403,1.6607362216094672
Acton Central,ACC,2.0,51.5087150057177,-0.262970693276422,53.9579660426758,-1.09318220382403,2.5861325941038062
Acton Main Line,AML,2.0,51.5171788796431,-0.266756440210259,53.9579660426758,-1.09318220382403,2.576901534399371
Adderley Park,ADD,1.0,52.4830872932844,-1.85594463679675,53.9579660426758,-1.09318220382403,1.660443872752345
Addiewell,ADW,1.0,55.8434130805542,-3.60652712168835,53.9579660426758,-1.09318220382403,3.1419441765885714
Addlestone,ASN,2.0,51.3730447500684,-0.48445679693337,53.9579660426758,-1.09318220382403,2.6556288727849937
Adisham,ADM,2.0,51.2411978022143,1.19908904695378,53.9579660426758,-1.09318220382403,3.5546219432624233
Adlington (Cheshire),ADC,1.0,53.3195557900317,-2.13356274381038,53.9579660426758,-1.09318220382403,1.2206388977348674
Adlington (Lancs),ADL,1.0,53.6132468473224,-2.6030711963325,53.9579660426758,-1.09318220382403,1.548740163275731
Adwick,AWK,1.0,53.5723210050351,-1.180356329611,53.9579660426758,-1.09318220382403,0.39537504127552
Aigburth,AIG,2.0,53.3645680055959,-2.92715540113816,53.9579660426758,-1.09318220382403,1.9275836995775026
Ainsdale,ANS,2.0,53.6020355257546,-3.04265252059266,53.9579660426758,-1.09318220382403,1.9816965077523283
Aintree,AIN,2.0,53.4739127558616,-2.95628079876913,53.9579660426758,-1.09318220382403,1.9249529757794184
Airbles,AIR,1.0,55.7828378389089,-3.99419330717581,53.9579660426758,-1.09318220382403,3.427247072280801
Airdrie,ADR,1.0,55.8639835131324,-3.98291292517007,53.9579660426758,-1.09318220382403,3.4617114610517286
Albany Park,AYP,2.0,51.4354507399114,0.12573706592842,53.9579660426758,-1.09318220382403,2.8015794900117332
Albrighton,ALB,1.0,52.6379442676754,-2.26890024505565,53.9579660426758,-1.09318220382403,1.767702010790484
Alderley Edge,ALD,1.0,53.3037821045932,-2.23679936267512,53.9579660426758,-1.09318220382403,1.3175040155019997
Aldermaston,AMT,1.0,51.4019618556841,-1.1374239270022,53.9579660426758,-1.09318220382403,2.5563870469842542
Aldershot,AHT,2.0,51.2464179114788,-0.759859888333875,53.9579660426758,-1.09318220382403,2.7319584612145285
