Name,Code,"Changes (-1 means terminus, 2 means 2+ changes, NaN means error or no connections possible)"
Garscadden,GRS,1.0
Garsdale,GSD,1.0
Garston (Hertfordshire),GSN,2.0
Garswood,GSW,2.0
Gartcosh,GRH,1.0
Garth (Mid Glamorgan),GMG,1.0
Garth (Powys),GTH,2.0
Garve,GVE,2.0
Gathurst,GST,1.0
Gatley,GTY,1.0
Gatwick Airport,GTW,1.0
Georgemas Junction,GGJ,2.0
Gerrards Cross,GER,2.0
Gidea Park,GDP,2.0
Giffnock,GFN,1.0
Giggleswick,GIG,1.0
Gilberdyke,GBD,0.0
Gilfach Fargoed,GFF,2.0
Gillingham (Dorset),GIL,1.0
Gillingham (Kent),GLM,1.0
Gilshochill,GSC,2.0
Gipsy Hill,GIP,2.0
Girvan,GIR,2.0
Glaisdale,GLS,2.0
Glan Conwy,GCW,2.0
Glasgow Central,GLC,0.0
Glasgow Queen Street,GLQ,1.0
Glasshoughton,GLH,1.0
Glazebrook,GLZ,1.0
Gleneagles,GLE,1.0
Glenfinnan,GLF,2.0
Glengarnock,GLG,1.0
Glenrothes with Thornton,GLT,1.0
Glossop,GLO,1.0
Gloucester,GCR,1.0
Glynde,GLY,2.0
Gobowen,GOB,2.0
Godalming,GOD,1.0
Godley,GDL,1.0
Godstone,GDN,2.0
Goldthorpe,GOE,0.0
Golf Street,GOF,1.0
Golspie,GOL,2.0
Gomshall,GOM,1.0
Goodmayes,GMY,2.0
Goole,GOO,0.0
Goostrey,GTR,1.0
Gordon Hill,GDH,2.0
Gorebridge,GBG,1.0
Goring & Streatley,GOR,1.0
Goring-by-Sea,GBS,1.0
Gorton,GTO,1.0
Gospel Oak,GPO,2.0
Gourock,GRK,1.0
Gowerton,GWN,1.0
Goxhill,GOX,1.0
Grange Park,GPK,2.0
Grange-Over-Sands,GOS,1.0
Grangetown (Cardiff),GTN,2.0
Grantham,GRA,0.0
Grateley,GRT,1.0
Gravelly Hill,GVH,1.0
Gravesend,GRV,1.0
Grays,GRY,2.0
Great Ayton,GTA,2.0
Great Bentley,GRB,2.0
Great Chesterford,GRC,2.0
Great Coates,GCT,1.0
Great Malvern,GMV,1.0
Great Missenden,GMN,2.0
Great Yarmouth,GYM,1.0
Green Lane,GNL,1.0
Green Road,GNR,2.0
Greenbank,GBK,1.0
Greenfaulds,GRL,1.0
Greenfield,GNF,1.0
Greenford,GFD,2.0
Greenhithe,GNH,1.0
Greenock Central,GKC,1.0
Greenock West,GKW,1.0
Greenwich,GNW,1.0
Gretna Green,GEA,2.0
Grimsby Docks,GMD,1.0
Grimsby Town,GMB,0.0
Grindleford,GRN,0.0
Grosmont,GMT,2.0
Grove Park,GRP,2.0
Guide Bridge,GUI,1.0
Guildford,GLD,0.0
Guiseley,GSY,1.0
Gunnersbury,GUN,2.0
Gunnislake,GSL,1.0
Gunton,GNT,1.0
Gwersyllt,GWE,2.0
Gypsy Lane,GYP,2.0
Habrough,HAB,0.0
Hackbridge,HCB,1.0
Hackney Central,HKC,2.0
Hackney Downs,HAC,2.0
Hackney Wick,HKW,2.0
Haddenham & Thame Parkway,HDM,1.0
Haddiscoe,HAD,1.0
Hadfield,HDF,1.0
Hadley Wood,HDW,2.0
Hag Fold,HGF,2.0
Haggerston,HGG,2.0
Hagley,HAG,2.0
Hairmyres,HMY,1.0
Hale (Manchester),HAL,1.0
Halesworth,HAS,2.0
Halewood,HED,1.0
Halifax,HFX,1.0
Hall Green,HLG,2.0
Hall Road,HLR,2.0
Halling,HAI,2.0
Hall-i'-th'-Wood,HID,2.0
Haltwhistle,HWH,1.0
Ham Street,HMT,2.0
Hamble,HME,1.0
Hamilton Central,HNC,1.0
Hamilton West,HNW,1.0
Hammerton,HMM,1.0
Hampden Park (Sussex),HMD,2.0
Hampstead Heath,HDH,2.0
Hampton (London),HMP,2.0
Hampton Court,HMC,2.0
Hampton Wick,HMW,2.0
Hampton-in-Arden,HIA,1.0
Hamstead (Birmingham),HSD,1.0
Hamworthy,HAM,1.0
Hanborough,HND,1.0
Handforth,HTH,1.0
Hanwell,HAN,2.0
Hapton,HPN,2.0
Harlech,HRL,1.0
Harlesden,HDN,2.0
Harling Road,HRD,0.0
Harlington (Beds),HLN,1.0
Harlow Mill,HWM,2.0
Harlow Town,HWN,2.0
Harold Wood,HRO,2.0
Harpenden,HPD,1.0
Harrietsham,HRM,2.0
Harringay,HGY,2.0
Harringay Green Lanes,HRY,2.0
Harrington,HRR,2.0
Harrogate,HGT,1.0
Harrow & Wealdstone,HRW,2.0
Harrow-on-the-Hill,HOH,2.0
Hartford (Cheshire),HTF,1.0
Hartlebury,HBY,2.0
Hartlepool,HPL,1.0
Hartwood,HTW,1.0
Harwich International,HPQ,2.0
Harwich Town,HWC,2.0
Haslemere,HSL,1.0
Hassocks,HSK,1.0
Hastings,HGS,2.0
Hatch End,HTE,2.0
Hatfield & Stainforth,HFS,0.0
Hatfield (Herts),HAT,2.0
Hatfield Peverel,HAP,2.0
Hathersage,HSG,0.0
Hattersley,HTY,1.0
Hatton,HTN,1.0
Havant,HAV,1.0
Havenhouse,HVN,1.0
Haverfordwest,HVF,1.0
Hawarden,HWD,2.0
Hawarden Bridge,HWB,2.0
Hawkhead,HKH,1.0
Haydon Bridge,HDB,1.0
Haydons Road,HYR,1.0
Hayes & Harlington,HAY,2.0
Hayes (Kent),HYS,2.0
Hayle,HYL,1.0
Haymarket,HYM,0.0
Haywards Heath,HHE,1.0
Hazel Grove,HAZ,0.0
Headcorn,HCN,2.0
Headingley,HDY,1.0
Headstone Lane,HDL,2.0
Heald Green,HDG,1.0
Healing,HLI,1.0
Heath High Level,HHL,2.0
Heath Low Level,HLL,2.0
Heathrow Airport Terminal 4,HAF,2.0
Heathrow Airport Terminal 5,HWV,2.0
"Heathrow Airport Terminals 1, 2 and 3",HXX,nan
Heaton Chapel,HTC,1.0
Hebden Bridge,HBD,1.0
Heckington,HEC,1.0
Hedge End,HDE,1.0
Hednesford,HNF,1.0
Heighington,HEI,1.0
Helensburgh Central,HLC,1.0
Helensburgh Upper,HLU,2.0
Hellifield,HLD,1.0
Helmsdale,HMS,2.0
Helsby,HSB,1.0
Hemel Hempstead,HML,2.0
Hendon,HEN,1.0
Hengoed,HNG,2.0
Henley-in-Arden,HNL,2.0
Henley-on-Thames,HOT,1.0
Hensall,HEL,1.0
Hereford,HFD,1.0
Herne Bay,HNB,1.0
Herne Hill,HNH,1.0
Hersham,HER,2.0
Hertford East,HFE,2.0
Hertford North,HFN,2.0
Hessle,HES,0.0
Heswall,HSW,2.0
Hever,HEV,2.0
Heworth,HEW,2.0
Hexham,HEX,1.0
Heyford,HYD,1.0
Heysham Port,HHB,2.0
High Brooms,HIB,2.0
High Street (Glasgow),HST,1.0
High Street Kensington Underground,ZHS,1.0
High Wycombe,HWY,1.0
Higham (Kent),HGM,1.0
Highams Park,HIP,2.0
Highbridge & Burnham,HIG,1.0
Highbury & Islington,HHY,1.0
Hightown,HTO,2.0
Hildenborough,HLB,2.0
Hillfoot,HLF,1.0
Hillington East,HLE,1.0
Hillington West,HLW,1.0
Hillside,HIL,2.0
Hilsea,HLS,1.0
Hinchley Wood,HYW,1.0
Hinckley (Leics),HNK,1.0
Hindley,HIN,1.0
Hinton Admiral,HNA,1.0
Hitchin,HIT,1.0
Hither Green,HGR,2.0
Hockley,HOC,2.0
Hollingbourne,HBN,2.0
Holmes Chapel,HCH,1.0
Holmwood,HLM,2.0
Holton Heath,HOL,1.0
Holyhead,HHD,1.0
Holytown,HLY,1.0
Homerton,HMN,2.0
Honeybourne,HYB,1.0
Honiton,HON,1.0
Honley,HOY,0.0
Honor Oak Park,HPA,2.0
Hook,HOK,2.0
Hooton,HOO,1.0
Hope (Derbyshire),HOP,0.0
Hope (Flintshire),HPE,2.0
Hopton Heath,HPT,2.0
Horley,HOR,1.0
Hornbeam Park,HBP,1.0
Hornsey,HRN,2.0
Horsforth,HRS,1.0
Horsham,HRH,1.0
Horsley,HSY,1.0
Horton-in-Ribblesdale,HIR,1.0
Horwich Parkway,HWI,1.0
Hoscar,HSC,2.0
Hough Green,HGN,1.0
Hounslow,HOU,2.0
Hove,HOV,1.0
Hoveton & Wroxham,HXM,1.0
How Wood (Herts),HWW,2.0
Howden,HOW,1.0
Howwood (Renfrewshire),HOZ,1.0
Hoxton,HOX,2.0
Hoylake,HYK,1.0
Hubberts Bridge,HBB,1.0
Hucknall,HKN,1.0
Huddersfield,HUD,0.0
Hull,HUL,0.0
Humphrey Park,HUP,1.0
Huncoat,HCT,2.0
Hungerford,HGD,1.0
Hunmanby,HUB,0.0
Huntingdon,HUN,1.0
Huntly,HNT,1.0
Hunts Cross,HNX,0.0
Hurst Green,HUR,1.0
Hutton Cranswick,HUT,0.0
Huyton,HUY,1.0
Hyde Central,HYC,1.0
Hyde North,HYT,1.0
Hykeham,HKM,1.0
Hyndland,HYN,1.0
Hythe (Essex),HYH,2.0
IBM Halt,IBM,nan
Ifield,IFI,1.0
Ilford,IFD,2.0
Ilkley,ILK,1.0
Imperial Wharf,IMW,2.0
Ince & Elton,INE,2.0
Ince (Manchester),INC,2.0
Ingatestone,INT,2.0
Insch,INS,1.0
Invergordon,IGD,2.0
Invergowrie,ING,1.0
Inverkeithing,INK,0.0
Inverkip,INP,1.0
Inverness,INV,1.0
Invershin,INH,2.0
Inverurie,INR,1.0
Ipswich,IPS,1.0
Irlam,IRL,1.0
Irvine,IRV,1.0
Isleworth,ISL,2.0
Islip,ISP,1.0
Iver,IVR,1.0
Ivybridge,IVY,1.0
James Cook,JCH,2.0
Jewellery Quarter,JEQ,2.0
Johnston (Pembs),JOH,1.0
Johnstone (Strathclyde),JHN,1.0
Jordanhill,JOR,1.0
Kearsley (Manchester),KSL,2.0
Kearsney (Kent),KSN,2.0
Keighley,KEI,1.0
Keith,KEH,1.0
Kelvedon,KEL,2.0
Kelvindale,KVD,2.0
Kemble,KEM,1.0
Kempston Hardwick,KMH,1.0
Kempton Park Racecourse,KMP,2.0
Kemsing,KMS,2.0
Kemsley,KML,2.0
Kendal,KEN,1.0
Kenley,KLY,2.0
Kennett,KNE,2.0
Kennishead,KNS,1.0
Kensal Green,KNL,2.0
Kensal Rise,KNR,2.0
Kensington Olympia,KPA,2.0
Kent House,KTH,2.0
Kentish Town,KTN,1.0
Kentish Town West,KTW,2.0
Kenton,KNT,2.0
Kents Bank,KBK,1.0
Kettering,KET,0.0
Kew Bridge,KWB,2.0
Kew Gardens,KWG,2.0
Keyham,KEY,1.0
Keynsham,KYN,1.0
Kidbrooke,KDB,2.0
Kidderminster,KID,2.0
Kidsgrove,KDG,1.0
Kidwelly,KWL,1.0
Kilburn High Road,KBN,2.0
Kildale,KLD,2.0
Kildonan,KIL,2.0
Kilgetty,KGT,2.0
Kilmarnock,KMK,1.0
Kilmaurs,KLM,1.0
Kilpatrick,KPT,2.0
Kilwinning,KWN,1.0
Kinbrace,KBC,2.0
Kingham,KGM,1.0
Kinghorn,KGH,1.0
Kings Langley,KGL,1.0
Kings Lynn,KLN,1.0
Kings Norton,KNN,1.0
Kings Nympton,KGN,1.0
Kings Park,KGP,1.0
Kings Sutton,KGS,1.0
Kingsknowe,KGE,1.0
Kingston,KNG,2.0
Kingswood,KND,2.0
Kingussie,KIN,1.0
Kintbury,KIT,1.0
Kirby Cross,KBX,2.0
Kirk Sandall,KKS,0.0
Kirkby (Merseyside),KIR,2.0
Kirkby Stephen,KSW,1.0
Kirkby-in-Ashfield,KKB,1.0
Kirkby-in-Furness,KBF,2.0
Kirkcaldy,KDY,0.0
Kirkconnel,KRK,2.0
Kirkdale,KKD,1.0
Kirkham & Wesham,KKM,1.0
Kirkhill,KKH,1.0
Kirknewton,KKN,1.0
Kirkstall Forge,KLF,1.0
Kirkwood,KWD,1.0
Kirton Lindsey,KTL,0.0
Kiveton Bridge,KIV,0.0
Kiveton Park,KVP,0.0
Knaresborough,KNA,1.0
Knebworth,KBW,2.0
Knighton,KNI,2.0
Knockholt,KCK,2.0
Knottingley,KNO,1.0
Knucklas,KNU,2.0
Knutsford,KNF,1.0
Kyle of Lochalsh,KYL,2.0
Ladybank,LDY,0.0
Ladywell,LAD,2.0
Laindon,LAI,2.0
Lairg,LRG,2.0
Lake,LKE,2.0
Lakenheath,LAK,1.0
Lamphey,LAM,2.0
Lanark,LNK,1.0
Lancaster,LAN,1.0
Lancing,LAC,1.0
Landywood,LAW,1.0
Langbank,LGB,1.0
Langho,LHO,2.0
Langley (Berks),LNY,2.0
Langley Green,LGG,2.0
Langley Mill,LGM,0.0
Langside,LGS,1.0
Langwathby,LGW,1.0
Langwith-Whaley Thorns,LAG,1.0
Lapford,LAP,1.0
Lapworth,LPW,1.0
Larbert,LBT,1.0
Largs,LAR,1.0
Larkhall,LRH,2.0
Laurencekirk,LAU,2.0
Lawrence Hill,LWH,1.0
Layton (Lancs),LAY,1.0
Lazonby & Kirkoswald,LZB,1.0
Lea Bridge,LEB,2.0
Lea Green,LEG,1.0
Lea Hall,LEH,1.0
Leagrave,LEA,1.0
Lealholm,LHM,2.0
Leamington Spa,LMS,0.0
Leasowe,LSW,1.0
Leatherhead,LHD,1.0
Ledbury,LED,1.0
Lee (London),LEE,2.0
Leeds,LDS,0.0
Leicester,LEI,0.0
Leigh (Kent),LIH,2.0
Leigh-on-Sea,LES,2.0
Leighton Buzzard,LBZ,1.0
Lelant,LEL,1.0
Lelant Saltings,LTS,2.0
Lenham,LEN,2.0
Lenzie,LNZ,1.0
Leominster,LEO,1.0
Letchworth Garden City,LET,2.0
Leuchars (for St. Andrews),LEU,0.0
Levenshulme,LVM,1.0
Lewes,LWS,2.0
Lewisham,LEW,2.0
Leyland,LEY,1.0
Leyton Midland Road,LEM,2.0
Leytonstone High Road,LER,2.0
Lichfield City,LIC,1.0
Lichfield Trent Valley,LTV,1.0
Lidlington,LID,1.0
Limehouse,LHS,2.0
Lincoln Central,LCN,0.0
Lingfield,LFD,1.0
Lingwood,LGD,1.0
Linlithgow,LIN,1.0
Liphook,LIP,1.0
Liskeard,LSK,0.0
Liss,LIS,1.0
Lisvane & Thornhill,LVT,2.0
Little Kimble,LTK,2.0
Little Sutton,LTT,1.0
Littleborough,LTL,2.0
Littlehampton,LIT,1.0
Littlehaven,LVN,1.0
Littleport,LTP,1.0
Liverpool Central,LVC,1.0
Liverpool James Street,LVJ,1.0
Liverpool Lime Street,LIV,0.0
Liverpool South Parkway,LPY,0.0
Livingston North,LSN,1.0
Livingston South,LVG,1.0
Llanaber,LLA,1.0
Llanbedr,LBR,1.0
Llanbister Road,LLT,2.0
Llanbradach,LNB,2.0
Llandaf,LLN,2.0
Llandanwg,LDN,1.0
Llandecwyn,LLC,1.0
Llandeilo,LLL,2.0
Llandovery,LLV,2.0
Llandrindod,LLO,2.0
Llandudno,LLD,1.0
Llandudno Junction,LLJ,1.0
Llandybie,LLI,2.0
Llanelli,LLE,1.0
Llanfairfechan,LLF,1.0
Llanfairpwll,LPG,1.0
Llangadog,LLG,2.0
Llangammarch,LLM,2.0
Llangennech,LLH,2.0
Llangynllo,LGO,2.0
Llanharan,LLR,1.0
Llanhilleth,LTH,2.0
Llanishen,LLS,2.0
Llanrwst,LWR,2.0
Llansamlet,LAS,1.0
Llantwit Major,LWM,2.0
Llanwrda,LNR,2.0
Llanwrtyd,LNW,2.0
Llwyngwril,LLW,1.0
Llwynypia,LLY,2.0
Loch Awe,LHA,2.0
Loch Eil Outward Bound,LHE,2.0
Lochailort,LCL,2.0
Locheilside,LCS,2.0
Lochgelly,LCG,1.0
Lochluichart,LCC,2.0
Lochwinnoch,LHW,1.0
Lockerbie,LOC,1.0
Lockwood,LCK,0.0
London Blackfriars,BFR,1.0
London Bridge,LBG,1.0
London Cannon Street,CST,1.0
London Charing Cross,CHX,1.0
London Euston,EUS,1.0
London Fenchurch Street,FST,1.0
London Fields,LOF,2.0
London Kings Cross,KGX,1.0
London Liverpool Street,LST,1.0
London Marylebone,MYB,1.0
London Paddington,PAD,1.0
London Road (Brighton),LRB,2.0
London Road (Guildford),LRD,1.0
London St Pancras (Intl),SPX,nan
London St Pancras International,STP,0.0
London Victoria,VIC,1.0
London Waterloo,WAT,1.0
London Waterloo East,WAE,2.0
Long Buckby,LBK,1.0
Long Eaton,LGE,0.0
Long Preston,LPR,1.0
Longbeck,LGK,1.0
Longbridge,LOB,1.0
Longcross,LNG,1.0
Longfield,LGF,2.0
Longniddry,LND,1.0
Longport,LPT,1.0
Longton,LGN,1.0
Looe,LOO,1.0
Lostock,LOT,1.0
Lostock Gralam,LTG,1.0
Lostock Hall,LOH,1.0
Lostwithiel,LOS,1.0
Loughborough,LBO,0.0
Loughborough Junction,LGJ,1.0
Lowdham,LOW,1.0
Lower Sydenham,LSY,2.0
Lowestoft,LWT,1.0
Ludlow,LUD,1.0
Luton,LUT,0.0
Luton Airport Parkway,LTN,0.0
Luxulyan,LUX,2.0
Lydney,LYD,1.0
Lye (West Midlands),LYE,2.0
Lymington Pier,LYP,2.0
Lymington Town,LYT,2.0
Lympstone Commando,LYC,1.0
Lympstone Village,LYM,1.0
Lytham,LTM,2.0
Macclesfield,MAC,1.0
Machynlleth,MCN,1.0
Maesteg,MST,1.0
Maesteg (Ewenny Road),MEW,1.0
Maghull,MAG,1.0
Maiden Newton,MDN,1.0
Maidenhead,MAI,2.0
Maidstone Barracks,MDB,2.0
Maidstone East,MDE,2.0
Maidstone West,MDW,1.0
Malden Manor,MAL,2.0
Mallaig,MLG,2.0
Malton,MLT,1.0
Malvern Link,MVL,1.0
Manchester Airport,MIA,0.0
Manchester Oxford Road,MCO,0.0
Manchester Piccadilly,MAN,0.0
Manchester United Football Ground,MUF,nan
Manchester Victoria,MCV,1.0
Manea,MNE,1.0
Manningtree,MNG,1.0
Manor Park,MNP,2.0
Manor Road,MNR,1.0
Manorbier,MRB,2.0
Manors,MAS,1.0
Mansfield,MFT,1.0
Mansfield Woodhouse,MSW,1.0
March,MCH,0.0
Marden (Kent),MRN,2.0
Margate,MAR,1.0
Market Harborough,MHR,0.0
Market Rasen,MKR,1.0
Markinch,MNC,0.0
Marks Tey,MKT,2.0
Marlow,MLW,2.0
Marple,MPL,0.0
Marsden (Yorks),MSN,1.0
Marske,MSK,1.0
Marston Green,MGN,1.0
Martin Mill,MTM,1.0
Martins Heron,MAO,1.0
Marton,MTO,2.0
Maryhill,MYH,2.0
Maryland,MYL,2.0
Maryport,MRY,2.0
Matlock,MAT,1.0
Matlock Bath,MTB,1.0
Mauldeth Road,MAU,0.0
Maxwell Park,MAX,1.0
Maybole,MAY,2.0
Maze Hill,MZH,1.0
Meadowhall,MHS,0.0
Meldreth,MEL,2.0
Melksham,MKM,1.0
Melton (Suffolk),MES,2.0
Melton Mowbray,MMO,1.0
Menheniot,MEN,1.0
Menston,MNN,1.0
Meols,MEO,1.0
Meols Cop,MEC,1.0
Meopham,MEP,2.0
Merryton,MEY,2.0
Merstham,MHM,1.0
Merthyr Tydfil,MER,2.0
Merthyr Vale,MEV,2.0
Metheringham,MGM,1.0
MetroCentre,MCE,1.0
Mexborough,MEX,0.0
Micheldever,MIC,2.0
Micklefield,MIK,1.0
Middlesbrough,MBR,1.0
Middlewood,MDL,1.0
Midgham,MDG,1.0
Milford (Surrey),MLF,1.0
Milford Haven,MFH,1.0
Mill Hill (Lancs),MLH,2.0
Mill Hill Broadway,MIL,1.0
Millbrook (Beds),MLB,1.0
Millbrook (Hants),MBK,1.0
Milliken Park,MIN,1.0
Millom,MLM,2.0
Mills Hill (Manchester),MIH,2.0
Milngavie,MLN,1.0
Milton Keynes Central,MKC,1.0
Minffordd,MFF,1.0
Minster,MSR,1.0
Mirfield,MIR,1.0
Mistley,MIS,2.0
Mitcham Eastfields,MTC,1.0
Mitcham Junction,MIJ,1.0
Mobberley,MOB,1.0
Monifieth,MON,1.0
Monks Risborough,MRS,2.0
Montpelier,MTP,1.0
Montrose,MTS,0.0
Moorfields,MRF,1.0
Moorgate,MOG,1.0
Moorside,MSD,2.0
Moorthorpe,MRP,0.0
Morar,MRR,2.0
Morchard Road,MRD,1.0
Morden South,MDS,1.0
Morecambe,MCM,1.0
Moreton (Dorset),MTN,1.0
Moreton (Merseyside),MRT,1.0
Moreton-in-Marsh,MIM,1.0
Morfa Mawddach,MFA,1.0
Morley,MLY,1.0
Morpeth,MPT,0.0
Mortimer,MOR,1.0
Mortlake,MTL,2.0
Moses Gate,MSS,2.0
Moss Side,MOS,2.0
Mossley (Manchester),MSL,1.0
Mossley Hill,MSH,1.0
Mosspark,MPK,1.0
Moston,MSO,2.0
Motherwell,MTH,0.0
Motspur Park,MOT,2.0
Mottingham,MTG,2.0
Mottisfont & Dunbridge,DBG,1.0
Mouldsworth,MLD,1.0
Moulsecoomb,MCB,2.0
Mount Florida,MFL,1.0
Mount Vernon,MTV,1.0
Mountain Ash,MTA,2.0
Muir of Ord,MOO,2.0
Muirend,MUI,1.0
Musselburgh,MUB,1.0
Mytholmroyd,MYT,1.0
Nafferton,NFN,0.0
Nailsea & Backwell,NLS,1.0
Nairn,NRN,1.0
Nantwich,NAN,1.0
Narberth,NAR,2.0
Narborough,NBR,1.0
Navigation Road,NVR,1.0
Neath,NTH,1.0
Needham Market,NMT,2.0
Neilston,NEI,1.0
Nelson,NEL,2.0
Neston,NES,2.0
Netherfield,NET,0.0
Nethertown,NRT,2.0
Netley,NTL,1.0
New Barnet,NBA,2.0
New Beckenham,NBC,2.0
New Brighton,NBN,1.0
New Clee,NCE,1.0
New Cross,NWX,2.0
New Cross Gate,NXG,2.0
New Cumnock,NCK,1.0
New Eltham,NEH,2.0
New Holland,NHL,1.0
New Hythe,NHE,2.0
New Lane,NLN,2.0
New Malden,NEM,2.0
New Mills Central,NMC,0.0
New Mills Newtown,NMN,1.0
New Milton,NWM,1.0
New Pudsey,NPD,1.0
New Southgate,NSG,2.0
Newark Castle,NCT,1.0
Newark North Gate,NNG,1.0
Newbridge,NBE,2.0
Newbury,NBY,1.0
Newbury Racecourse,NRC,1.0
Newcastle,NCL,0.0
Newcourt,NCO,1.0
Newcraighall,NEW,1.0
Newhaven Harbour,NVH,2.0
Newhaven Town,NVN,2.0
Newington,NGT,2.0
Newmarket,NMK,2.0
Newport (Essex),NWE,2.0
Newport (South Wales),NWP,1.0
Newquay,NQY,2.0
Newstead,NSD,1.0
Newton (Lanark),NTN,1.0
Newton Abbot,NTA,0.0
Newton Aycliffe,NAY,1.0
Newton for Hyde,NWN,1.0
Newton St Cyres,NTC,1.0
Newtongrange,NEG,1.0
Newton-le-Willows,NLW,1.0
Newtonmore,NWR,1.0
Newton-on-Ayr,NOA,1.0
Newtown (Powys),NWT,1.0
Ninian Park,NNP,2.0
Nitshill,NIT,1.0
Norbiton,NBT,2.0
Norbury,NRB,2.0
Normans Bay,NSB,2.0
Normanton,NOR,0.0
North Berwick,NBW,1.0
North Camp,NCM,1.0
North Dulwich,NDL,2.0
North Fambridge,NFA,2.0
North Llanrwst,NLR,2.0
North Queensferry,NQU,1.0
North Road (Darlington),NRD,1.0
North Sheen,NSH,2.0
North Walsham,NWA,1.0
North Wembley,NWB,2.0
Northallerton,NTR,1.0
Northampton,NMP,1.0
Northfield,NFD,1.0
Northfleet,NFL,1.0
Northolt Park,NLT,2.0
Northumberland Park,NUM,2.0
Northwich,NWI,1.0
Norton Bridge,NTB,2.0
Norwich,NRW,0.0
Norwood Junction,NWD,1.0
Nottingham,NOT,0.0
Nuneaton,NUN,1.0
Nunhead,NHD,1.0
Nunthorpe,NNT,2.0
Nutbourne,NUT,2.0
Nutfield,NUF,2.0
Oakengates,OKN,1.0
Oakham,OKM,1.0
Oakleigh Park,OKL,2.0
Oban,OBN,2.0
Ockendon,OCK,2.0
Ockley,OLY,2.0
Okehampton,OKE,nan
Old Hill,OHL,2.0
Old Roan,ORN,1.0
Old Street,OLD,2.0
Oldfield Park,OLF,1.0
Olton,OLT,2.0
Ore,ORE,2.0
Ormskirk,OMS,1.0
Orpington,ORP,1.0
Orrell,ORR,2.0
Orrell Park,OPK,1.0
Otford,OTF,2.0
Oulton Broad North,OUN,1.0
Oulton Broad South,OUS,2.0
Outwood,OUT,0.0
Overpool,OVE,1.0
Overton,OVR,1.0
Oxenholme Lake District,OXN,1.0
Oxford,OXF,0.0
Oxford Parkway,OXP,1.0
Oxshott,OXS,1.0
Oxted,OXT,1.0
Paddock Wood,PDW,2.0
Padgate,PDG,1.0
Paignton,PGN,1.0
Paisley Canal,PCN,1.0
Paisley Gilmour Street,PYG,1.0
Paisley St James,PYJ,1.0
Palmers Green,PAL,2.0
Pangbourne,PAN,1.0
Pannal,PNL,1.0
Pantyffynnon,PTF,2.0
Par,PAR,0.0
Parbold,PBL,1.0
Park Street,PKT,2.0
Parkstone (Dorset),PKS,1.0
Parson Street,PSN,1.0
Partick,PTK,1.0
Parton,PRN,2.0
Patchway,PWY,1.0
Patricroft,PAT,1.0
Patterton,PTT,1.0
Peartree,PEA,1.0
Peckham Rye,PMR,1.0
Pegswood,PEG,1.0
Pemberton,PEM,2.0
Pembrey & Burry Port,PBY,1.0
Pembroke,PMB,2.0
Pembroke Dock,PMD,2.0
Penally,PNA,2.0
Penarth,PEN,2.0
Pencoed,PCD,1.0
Pengam,PGM,2.0
Penge East,PNE,2.0
Penge West,PNW,2.0
Penhelig,PHG,1.0
Penistone,PNS,0.0
Penkridge,PKG,1.0
Penmaenmawr,PMW,1.0
Penmere,PNM,1.0
Penrhiwceiber,PER,2.0
Penrhyndeudraeth,PRH,1.0
Penrith (North Lakes),PNR,1.0
Penryn (Cornwall),PYN,1.0
Pensarn (Gwynedd),PES,1.0
Penshurst,PHR,2.0
Pentre-Bach,PTB,2.0
Pen-y-Bont,PNY,2.0
Penychain,PNC,1.0
Penyffordd,PNF,2.0
Penzance,PNZ,0.0
Perranwell,PRW,1.0
Perry Barr,PRY,1.0
Pershore,PSH,2.0
Perth,PTH,1.0
Peterborough,PBO,0.0
Petersfield,PTR,1.0
Petts Wood,PET,1.0
Pevensey & Westham,PEV,2.0
Pevensey Bay,PEB,2.0
Pewsey,PEW,1.0
Pilning,PIL,1.0
Pinhoe,PIN,1.0
Pitlochry,PIT,1.0
Pitsea,PSE,2.0
Pleasington,PLS,2.0
Plockton,PLK,2.0
Pluckley,PLC,2.0
Plumley,PLM,1.0
Plumpton,PMP,2.0
Plumstead,PLU,1.0
Plymouth,PLY,0.0
Pokesdown,POK,1.0
Polegate,PLG,2.0
Polesworth,PSW,1.0
Pollokshaws East,PWE,1.0
Pollokshaws West,PWW,1.0
Pollokshields East,PLE,1.0
Pollokshields West,PLW,1.0
Polmont,PMT,1.0
Polsloe Bridge,POL,1.0
Ponders End,PON,2.0
Pontarddulais,PTD,2.0
Pontefract Baghill,PFR,0.0
Pontefract Monkhill,PFM,1.0
Pontefract Tanshelf,POT,1.0
Pontlottyn,PLT,2.0
Pontyclun,PYC,1.0
Pont-y-Pant,PYP,2.0
Pontypool & New Inn,PPL,1.0
Pontypridd,PPD,2.0
Poole,POO,1.0
Poppleton,POP,1.0
Port Glasgow,PTG,1.0
Port Sunlight,PSL,1.0
Port Talbot Parkway,PTA,1.0
Portchester,PTC,2.0
Porth,POR,2.0
Porthmadog,PTM,1.0
Portlethen,PLN,2.0
Portslade,PLD,1.0
Portsmouth & Southsea,PMS,1.0
Portsmouth Arms,PMA,1.0
Portsmouth Harbour,PMH,1.0
Possilpark & Parkhouse,PPK,2.0
Potters Bar,PBR,2.0
Poulton-le-Fylde,PFY,1.0
Poynton,PYT,1.0
Prees,PRS,2.0
Prescot,PSC,1.0
Prestatyn,PRT,1.0
Prestbury,PRB,1.0
Preston (Lancs),PRE,1.0
Preston Park,PRP,1.0
Prestonpans,PST,1.0
