Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance
Abbey Wood,ABW,1.0,51.4910605627019,0.121394025366647,53.79400103725245,-1.75127881876231,2.968238267131054
Aber,ABE,1.0,51.5749691125956,-3.22982905106563,53.79400103725245,-1.75127881876231,2.6664983540385827
Abercynon,ACY,1.0,51.6447124034837,-3.32698855170195,53.79400103725245,-1.75127881876231,2.665014595406232
Aberdare,ABA,1.0,51.7150618291708,-3.44308409477462,53.79400103725245,-1.75127881876231,2.680334554275314
Aberdeen,ABD,1.0,57.1437058328662,-2.09868538622245,53.79400103725245,-1.75127881876231,3.367671827965459
Aberdour,AUR,1.0,56.0545955695197,-3.30056061487314,53.79400103725245,-1.75127881876231,2.7405404071235617
Aberdovey,AVY,1.0,52.5439615025967,-4.05706796158074,53.79400103725245,-1.75127881876231,2.622834804051088
Abererch,ABH,1.0,52.8985884658899,-4.37417647351973,53.79400103725245,-1.75127881876231,2.7715258938509066
Abergavenny,AGV,1.0,51.8166930409601,-3.00964730040687,53.79400103725245,-1.75127881876231,2.343765804810309
Abergele & Pensarn,AGL,1.0,53.2945771647609,-3.58262268840784,53.79400103725245,-1.75127881876231,1.8982214236760466
Aberystwyth,AYW,1.0,52.4140498933205,-4.08189442746786,53.79400103725245,-1.75127881876231,2.7085114500738285
Accrington,ACR,0.0,53.7529733751372,-2.36954810226505,53.79400103725245,-1.75127881876231,0.6196290632157554
Achanalt,AAT,1.0,57.6096018732679,-4.91385256332031,53.79400103725245,-1.75127881876231,4.955873528407419
Achnasheen,ACN,1.0,57.5792959197415,-5.07233352893289,53.79400103725245,-1.75127881876231,5.035659016985162
Achnashellach,ACH,1.0,57.4820809030767,-5.33305678830677,53.79400103725245,-1.75127881876231,5.1411152992139995
Acklington,ACK,1.0,55.3070993237817,-1.65183479633575,53.79400103725245,-1.75127881876231,1.5163626011921176
Acle,ACL,1.0,52.6346777628319,1.54391497575916,53.79400103725245,-1.75127881876231,3.4931837337972924
Acocks Green,ACG,1.0,52.4493240670217,-1.81897562150643,53.79400103725245,-1.75127881876231,1.3463799654520738
Acton Bridge (Cheshire),ACB,1.0,53.2665097605329,-2.60312690733168,53.79400103725245,-1.75127881876231,1.0019442165183208
Acton Central,ACC,1.0,51.5087150057177,-0.262970693276422,53.79400103725245,-1.75127881876231,2.7271951382904702
Acton Main Line,AML,1.0,51.5171788796431,-0.266756440210259,53.79400103725245,-1.75127881876231,2.718037128113364
Adderley Park,ADD,1.0,52.4830872932844,-1.85594463679675,53.79400103725245,-1.75127881876231,1.315085463986714
Addiewell,ADW,1.0,55.8434130805542,-3.60652712168835,53.79400103725245,-1.75127881876231,2.7644232651206297
Addlestone,ASN,1.0,51.3730447500684,-0.48445679693337,53.79400103725245,-1.75127881876231,2.732373945756095
Adisham,ADM,1.0,51.2411978022143,1.19908904695378,53.79400103725245,-1.75127881876231,3.9014708636450623
Adlington (Cheshire),ADC,1.0,53.3195557900317,-2.13356274381038,53.79400103725245,-1.75127881876231,0.6092940931606975
Adlington (Lancs),ADL,1.0,53.6132468473224,-2.6030711963325,53.79400103725245,-1.75127881876231,0.870759629096311
Adwick,AWK,1.0,53.5723210050351,-1.180356329611,53.79400103725245,-1.75127881876231,0.6124496104191862
Aigburth,AIG,1.0,53.3645680055959,-2.92715540113816,53.79400103725245,-1.75127881876231,1.2518380349141198
Ainsdale,ANS,1.0,53.6020355257546,-3.04265252059266,53.79400103725245,-1.75127881876231,1.3055637844945194
Aintree,AIN,1.0,53.4739127558616,-2.95628079876913,53.79400103725245,-1.75127881876231,1.2467903912463016
Airbles,AIR,1.0,55.7828378389089,-3.99419330717581,53.79400103725245,-1.75127881876231,2.9976886472677973
Airdrie,ADR,1.0,55.8639835131324,-3.98291292517007,53.79400103725245,-1.75127881876231,3.0438492464858484
Albany Park,AYP,1.0,51.4354507399114,0.12573706592842,53.79400103725245,-1.75127881876231,3.0142906522876762
Albrighton,ALB,1.0,52.6379442676754,-2.26890024505565,53.79400103725245,-1.75127881876231,1.2666488050927427
Alderley Edge,ALD,1.0,53.3037821045932,-2.23679936267512,53.79400103725245,-1.75127881876231,0.6899599992020998
Aldermaston,AMT,1.0,51.4019618556841,-1.1374239270022,53.79400103725245,-1.75127881876231,2.469548394807439
Aldershot,AHT,1.0,51.2464179114788,-0.759859888333875,53.79400103725245,-1.75127881876231,2.7336955350474743
Aldrington,AGT,1.0,50.8363824121951,-0.183821512855377,53.79400103725245,-1.75127881876231,3.347301948902601
Alexandra Palace,AAP,1.0,51.5979224924556,-0.120235220128854,53.79400103725245,-1.75127881876231,2.73551899930529
Alexandra Parade,AXP,1.0,55.8631759802332,-4.21064896878422,53.79400103725245,-1.75127881876231,3.2140296326384714
Alexandria,ALX,1.0,55.9850887680667,-4.57748537031666,53.79400103725245,-1.75127881876231,3.5760745121114974
Alfreton,ALF,1.0,53.1004322999438,-1.36969621564025,53.79400103725245,-1.75127881876231,0.7916077793815104
Allens West,ALW,1.0,54.5246233650745,-1.36111683481751,53.79400103725245,-1.75127881876231,0.8282725153159735
Alloa,ALO,1.0,56.1177936041036,-3.79005640302655,53.79400103725245,-1.75127881876231,3.091379292783563
Alness,ASS,1.0,57.6943991747966,-4.24971726526612,53.79400103725245,-1.75127881876231,4.6319866474684765
Alnmouth,ALM,1.0,55.3927786386397,-1.63663783937358,53.79400103725245,-1.75127881876231,1.6028825199785441
Alresford (Essex),ALR,1.0,51.8539974379073,0.997436403040026,53.79400103725245,-1.75127881876231,3.3643794875192055
