Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance
Abbey Wood,ABW,2.0,51.4910605627019,0.121394025366647,53.47826324565094,-2.24163921811783,3.087539572690957
Aber,ABE,1.0,51.5749691125956,-3.22982905106563,53.47826324565094,-2.24163921811783,2.1445390420470964
Abercynon,ACY,1.0,51.6447124034837,-3.32698855170195,53.47826324565094,-2.24163921811783,2.130702200384581
Aberdare,ABA,1.0,51.7150618291708,-3.44308409477462,53.47826324565094,-2.24163921811783,2.133623450077926
Aberdeen,ABD,1.0,57.1437058328662,-2.09868538622245,53.47826324565094,-2.24163921811783,3.668229158357595
Aberdour,AUR,1.0,56.0545955695197,-3.30056061487314,53.47826324565094,-2.24163921811783,2.7854627564405154
Aberdovey,AVY,1.0,52.5439615025967,-4.05706796158074,53.47826324565094,-2.24163921811783,2.041739765412212
Abererch,ABH,1.0,52.8985884658899,-4.37417647351973,53.47826324565094,-2.24163921811783,2.209918097117647
Abergavenny,AGV,0.0,51.8166930409601,-3.00964730040687,53.47826324565094,-2.24163921811783,1.830478614892201
Abergele & Pensarn,AGL,0.0,53.2945771647609,-3.58262268840784,53.47826324565094,-2.24163921811783,1.3535055389261545
Aberystwyth,AYW,1.0,52.4140498933205,-4.08189442746786,53.47826324565094,-2.24163921811783,2.1258149719150814
Accrington,ACR,0.0,53.7529733751372,-2.36954810226505,53.47826324565094,-2.24163921811783,0.30302860902255424
Achanalt,AAT,2.0,57.6096018732679,-4.91385256332031,53.47826324565094,-2.24163921811783,4.920232008586401
Achnasheen,ACN,2.0,57.5792959197415,-5.07233352893289,53.47826324565094,-2.24163921811783,4.9831013711582335
Achnashellach,ACH,2.0,57.4820809030767,-5.33305678830677,53.47826324565094,-2.24163921811783,5.058400777635868
Acklington,ACK,1.0,55.3070993237817,-1.65183479633575,53.47826324565094,-2.24163921811783,1.9215906579254538
Acle,ACL,1.0,52.6346777628319,1.54391497575916,53.47826324565094,-2.24163921811783,3.8784090838387213
Acocks Green,ACG,2.0,52.4493240670217,-1.81897562150643,53.47826324565094,-2.24163921811783,1.1123670029350512
Acton Bridge (Cheshire),ACB,1.0,53.2665097605329,-2.60312690733168,53.47826324565094,-2.24163921811783,0.4189425830741094
Acton Central,ACC,2.0,51.5087150057177,-0.262970693276422,53.47826324565094,-2.24163921811783,2.7918182964910563
