Name,Code,Changes,lat,lon
Abbey Wood,ABW,2.0,51.4910605627019,0.121394025366647,52.480085703663434,-1.8972556614615668
Aber,ABE,1.0,51.5749691125956,-3.22982905106563,52.480085703663434,-1.8972556614615668
Abercynon,ACY,1.0,51.6447124034837,-3.32698855170195,52.480085703663434,-1.8972556614615668
Aberdare,ABA,1.0,51.7150618291708,-3.44308409477462,52.480085703663434,-1.8972556614615668
Aberdeen,ABD,0.0,57.1437058328662,-2.09868538622245,52.480085703663434,-1.8972556614615668
Aberdour,AUR,1.0,56.0545955695197,-3.30056061487314,52.480085703663434,-1.8972556614615668
Aberdovey,AVY,0.0,52.5439615025967,-4.05706796158074,52.480085703663434,-1.8972556614615668
Abererch,ABH,0.0,52.8985884658899,-4.37417647351973,52.480085703663434,-1.8972556614615668
Abergavenny,AGV,1.0,51.8166930409601,-3.00964730040687,52.480085703663434,-1.8972556614615668
Abergele & Pensarn,AGL,1.0,53.2945771647609,-3.58262268840784,52.480085703663434,-1.8972556614615668
Aberystwyth,AYW,0.0,52.4140498933205,-4.08189442746786,52.480085703663434,-1.8972556614615668
Accrington,ACR,1.0,53.7529733751372,-2.36954810226505,52.480085703663434,-1.8972556614615668
Achanalt,AAT,2.0,57.6096018732679,-4.91385256332031,52.480085703663434,-1.8972556614615668
Achnasheen,ACN,2.0,57.5792959197415,-5.07233352893289,52.480085703663434,-1.8972556614615668
Achnashellach,ACH,2.0,57.4820809030767,-5.33305678830677,52.480085703663434,-1.8972556614615668
Acklington,ACK,1.0,55.3070993237817,-1.65183479633575,52.480085703663434,-1.8972556614615668
Acle,ACL,2.0,52.6346777628319,1.54391497575916,52.480085703663434,-1.8972556614615668
Acocks Green,ACG,0.0,52.4493240670217,-1.81897562150643,52.480085703663434,-1.8972556614615668
Acton Bridge (Cheshire),ACB,0.0,53.2665097605329,-2.60312690733168,52.480085703663434,-1.8972556614615668
Acton Central,ACC,2.0,51.5087150057177,-0.262970693276422,52.480085703663434,-1.8972556614615668
Acton Main Line,AML,1.0,51.5171788796431,-0.266756440210259,52.480085703663434,-1.8972556614615668
Adderley Park,ADD,0.0,52.4830872932844,-1.85594463679675,52.480085703663434,-1.8972556614615668
Addiewell,ADW,1.0,55.8434130805542,-3.60652712168835,52.480085703663434,-1.8972556614615668
Addlestone,ASN,2.0,51.3730447500684,-0.48445679693337,52.480085703663434,-1.8972556614615668
Adisham,ADM,2.0,51.2411978022143,1.19908904695378,52.480085703663434,-1.8972556614615668
Adlington (Cheshire),ADC,1.0,53.3195557900317,-2.13356274381038,52.480085703663434,-1.8972556614615668
Adlington (Lancs),ADL,1.0,53.6132468473224,-2.6030711963325,52.480085703663434,-1.8972556614615668
