Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Baldock,BDK,2.0,448.0,186.0,VIRGIN WEST COAST,ANYTIME S,0.0
Balham,BAL,1.0,171.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Balloch,BHC,2.0,328.0,78.9,VIRGIN WEST COAST,ANYTIME S,317.0
Balmossie,BSI,1.0,603.0,146.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bamber Bridge,BMB,1.0,478.0,13.8,NORTHERN,ANYTIME DAY S,0.0
Bamford,BAM,1.0,142.0,25.1,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Banavie,BNV,2.0,528.0,111.4,VIRGIN WEST COAST,ANYTIME S,317.0
Banbury,BAN,0.0,48.0,64.4,CROSSCOUNTRY,ANYTIME S,287.0
Bangor (Gwynedd),BNG,0.0,208.0,30.7,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,39.0
Bank Hall,BAH,2.0,155.0,3.2,MERSEYRAIL,ANYTIME DAY S,1000.0
Banstead,BAD,2.0,198.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barassie,BSS,1.0,302.0,80.4,VIRGIN WEST COAST,ANYTIME S,317.0
Barbican,ZBB,1.0,119.0,165.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bardon Mill,BLL,1.0,229.0,84.2,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Bare Lane,BAR,1.0,173.0,19.9,NORTHERN,ANYTIME DAY S,317.0
Bargeddie,BGI,1.0,301.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bargoed,BGD,1.0,175.0,82.7,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Barking,BKG,2.0,438.0,167.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barlaston,BRT,2.0,101.0,22.4,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Barming,BMG,2.0,193.0,205.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barmouth,BRM,0.0,215.0,55.8,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Barnehurst,BNH,2.0,191.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barnes,BNS,2.0,154.0,167.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barnes Bridge,BNI,2.0,160.0,167.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barnetby,BTB,1.0,196.0,51.8,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Barnham,BAA,1.0,229.0,220.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barnhill,BNL,2.0,312.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Barnsley,BNY,1.0,142.0,33.4,TRANSPENNINE EXPRESS,ANYTIME DAY S,92.0
Barnstaple,BNP,1.0,253.0,73.3,CROSSCOUNTRY,ANYTIME S,700.0
Barnt Green,BTG,0.0,25.0,41.3,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Barrhead,BRR,1.0,308.0,77.9,VIRGIN WEST COAST,ANYTIME S,317.0
Barrhill,BRL,1.0,391.0,78.9,VIRGIN WEST COAST,ANYTIME S,93.0
Barrow Haven,BAV,2.0,249.0,53.8,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Barrow-in-Furness,BIF,1.0,196.0,33.4,NORTHERN,ANYTIME DAY S,317.0
Barrow-Upon-Soar,BWS,1.0,93.0,60.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Barry,BRY,1.0,156.0,79.1,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Barry Docks,BYD,1.0,153.0,79.1,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Barry Island,BYI,1.0,176.0,79.1,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Barry Links,BYL,1.0,610.0,151.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Barton-on-Humber,BAU,2.0,257.0,53.8,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Basildon,BSO,2.0,188.0,194.5,VIRGIN WEST COAST,ANYTIME S,0.0
