Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Annan,ANN,0.0,130.0,17.6,SCOTRAIL,ANYTIME DAY S,0.0
Anniesland,ANL,0.0,20.0,2.8,SCOTRAIL,ANYTIME DAY S,1000.0
Ansdell & Fairhaven,AFV,1.0,212.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Apperley Bridge,APY,1.0,279.0,124.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Appleby,APP,1.0,131.0,37.4,NORTHERN,ANYTIME DAY S,0.0
Appledore (Kent),APD,3.0,363.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Appleford,APF,1.0,587.0,214.5,VIRGIN WEST COAST,ANYTIME S,0.0
Appley Bridge,APB,2.0,180.0,132.0,VIRGIN WEST COAST,ANYTIME S,0.0
Apsley,APS,1.0,336.0,196.5,VIRGIN WEST COAST,ANYTIME S,0.0
Arbroath,ARB,0.0,102.0,27.8,SCOTRAIL,ANYTIME DAY S,0.0
Ardgay,ARD,1.0,323.0,109.5,SCOTRAIL,ANYTIME DAY S,0.0
Ardlui,AUI,0.0,94.0,16.8,SCOTRAIL,ANYTIME DAY S,1000.0
Ardrossan Harbour,ADS,0.0,43.0,8.2,SCOTRAIL,ANYTIME DAY S,1000.0
Ardrossan South Beach,ASB,0.0,48.0,8.0,SCOTRAIL,ANYTIME DAY S,0.0
Ardrossan Town,ADN,0.0,41.0,8.0,SCOTRAIL,ANYTIME DAY S,1000.0
Ardwick,ADK,1.0,300.0,71.2,LONDON NORTH EASTERN RAILWAY,ANYTIME S,95.0
Argyle Street,AGS,0.0,1.0,1.3,SCOTRAIL,ANYTIME DAY S,0.0
Arisaig,ARG,0.0,315.0,37.0,SCOTRAIL,ANYTIME DAY S,0.0
Arlesey,ARL,2.0,358.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Armadale (West Lothian),ARM,0.0,50.0,8.5,SCOTRAIL,ANYTIME DAY S,0.0
Armathwaite,AWT,1.0,103.0,29.4,VIRGIN WEST COAST,ANYTIME S,0.0
Arnside,ARN,1.0,181.0,57.7,VIRGIN WEST COAST,ANYTIME S,0.0
Arram,ARR,2.0,370.0,129.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Arrochar & Tarbet,ART,0.0,80.0,12.8,SCOTRAIL,ANYTIME DAY S,1000.0
Arundel,ARU,2.0,406.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Ascot (Berks),ACT,2.0,394.0,201.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ascott-under-Wychwood,AUW,1.0,628.0,132.5,VIRGIN WEST COAST,ANYTIME S,700.0
Ash,ASH,2.0,418.0,209.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ash Vale,AHV,2.0,380.0,209.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ashburys,ABY,1.0,222.0,71.2,LONDON NORTH EASTERN RAILWAY,ANYTIME S,95.0
Ashchurch for Tewkesbury,ASC,1.0,310.0,136.0,VIRGIN WEST COAST,ANYTIME S,700.0
Ashfield,ASF,0.0,7.0,2.2,SCOTRAIL,ANYTIME DAY S,1000.0
Ashford (Surrey),AFS,2.0,348.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ashford International,AFK,2.0,376.0,212.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ashford International (Eurostar),ASI,nan,nan,nan,N/A,no route found,-998.0
Ashley,ASY,1.0,289.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Ashtead,AHD,2.0,362.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ashton-under-Lyne,AHN,1.0,274.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Ashurst (Kent),AHS,2.0,423.0,198.0,VIRGIN WEST COAST,ANYTIME S,0.0
Ashurst New Forest,ANF,2.0,439.0,223.5,VIRGIN WEST COAST,ANYTIME S,0.0
Ashwell & Morden,AWM,2.0,377.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
