Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Bentley (South Yorks),BYK,1.0,279.0,116.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bere Alston,BAS,1.0,706.0,250.5,CROSSCOUNTRY,ANYTIME S,817.0
Bere Ferrers,BFE,1.0,701.0,250.5,CROSSCOUNTRY,ANYTIME S,817.0
Berkhamsted,BKM,1.0,356.0,166.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Berkswell,BKW,1.0,283.0,150.8,CROSSCOUNTRY,ANYTIME S,0.0
Bermuda Park,BEP,1.0,301.0,136.5,VIRGIN WEST COAST,ANYTIME S,0.0
Berney Arms,BYA,nan,nan,159.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,700.0
Berry Brow,BBW,2.0,215.0,116.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Berrylands,BRS,2.0,366.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Berwick (Sussex),BRK,2.0,407.0,176.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Berwick-upon-Tweed,BWK,0.0,43.0,28.5,LONDON NORTH EASTERN RAILWAY,ANYTIME DAY S,0.0
Bescar Lane,BES,2.0,204.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Bescot Stadium,BSC,1.0,289.0,126.55,CROSSCOUNTRY,ANYTIME S,0.0
Betchworth,BTO,2.0,364.0,166.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bethnal Green,BET,2.0,334.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Betws-y-Coed,BYC,2.0,379.0,119.0,VIRGIN WEST COAST,ANYTIME S,275.0
Beverley,BEV,1.0,312.0,124.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bexhill,BEX,3.0,418.0,176.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bexley,BXY,2.0,355.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Bexleyheath,BXH,2.0,352.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Bicester North,BCS,2.0,365.0,174.5,CROSSCOUNTRY,ANYTIME S,0.0
Bicester Village,BIT,1.0,462.0,174.5,CROSSCOUNTRY,ANYTIME S,0.0
Bickley,BKL,2.0,360.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
