Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance
Abbey Wood,ABW,2.0,51.4910605627019,0.121394025366647,51.663961640202366,-0.3927180131327333,0.5424075688362134
Aber,ABE,2.0,51.5749691125956,-3.22982905106563,51.663961640202366,-0.3927180131327333,2.838506422668534
Abercynon,ACY,2.0,51.6447124034837,-3.32698855170195,51.663961640202366,-0.3927180131327333,2.9343336767705086
Aberdare,ABA,2.0,51.7150618291708,-3.44308409477462,51.663961640202366,-0.3927180131327333,3.0507940706222514
Aberdeen,ABD,1.0,57.1437058328662,-2.09868538622245,51.663961640202366,-0.3927180131327333,5.7391568278868
Aberdour,AUR,1.0,56.0545955695197,-3.30056061487314,51.663961640202366,-0.3927180131327333,5.266233464039452
Aberdovey,AVY,1.0,52.5439615025967,-4.05706796158074,51.663961640202366,-0.3927180131327333,3.768535564712765
Abererch,ABH,1.0,52.8985884658899,-4.37417647351973,51.663961640202366,-0.3927180131327333,4.168490718532845
Abergavenny,AGV,1.0,51.8166930409601,-3.00964730040687,51.663961640202366,-0.3927180131327333,2.6213824168500364
Abergele & Pensarn,AGL,1.0,53.2945771647609,-3.58262268840784,51.663961640202366,-0.3927180131327333,3.5825129206010256
Aberystwyth,AYW,1.0,52.4140498933205,-4.08189442746786,51.663961640202366,-0.3927180131327333,3.7646586835399036
Accrington,ACR,1.0,53.7529733751372,-2.36954810226505,51.663961640202366,-0.3927180131327333,2.876078446425677
Achanalt,AAT,2.0,57.6096018732679,-4.91385256332031,51.663961640202366,-0.3927180131327333,7.469357094285115
Achnasheen,ACN,2.0,57.5792959197415,-5.07233352893289,51.663961640202366,-0.3927180131327333,7.542544730686607
Achnashellach,ACH,2.0,57.4820809030767,-5.33305678830677,51.663961640202366,-0.3927180131327333,7.632657399000526
Acklington,ACK,2.0,55.3070993237817,-1.65183479633575,51.663961640202366,-0.3927180131327333,3.854585224801665
Acle,ACL,2.0,52.6346777628319,1.54391497575916,51.663961640202366,-0.3927180131327333,2.166295714900729
Acocks Green,ACG,2.0,52.4493240670217,-1.81897562150643,51.663961640202366,-0.3927180131327333,1.628190685056087
Acton Bridge (Cheshire),ACB,1.0,53.2665097605329,-2.60312690733168,51.663961640202366,-0.3927180131327333,2.7302139032553345
Acton Central,ACC,1.0,51.5087150057177,-0.262970693276422,51.663961640202366,-0.3927180131327333,0.20232618349761963
Acton Main Line,AML,2.0,51.5171788796431,-0.266756440210259,51.663961640202366,-0.3927180131327333,0.19342051765648716
Adderley Park,ADD,1.0,52.4830872932844,-1.85594463679675,51.663961640202366,-0.3927180131327333,1.6769016034747728
Addiewell,ADW,1.0,55.8434130805542,-3.60652712168835,51.663961640202366,-0.3927180131327333,5.272227549005644
Addlestone,ASN,1.0,51.3730447500684,-0.48445679693337,51.663961640202366,-0.3927180131327333,0.3050387539615858
Adisham,ADM,2.0,51.2411978022143,1.19908904695378,51.663961640202366,-0.3927180131327333,1.6469908862078342
Adlington (Cheshire),ADC,1.0,53.3195557900317,-2.13356274381038,51.663961640202366,-0.3927180131327333,2.4024013747243074
Adlington (Lancs),ADL,1.0,53.6132468473224,-2.6030711963325,51.663961640202366,-0.3927180131327333,2.9470958608736053
Adwick,AWK,2.0,53.5723210050351,-1.180356329611,51.663961640202366,-0.3927180131327333,2.0645119478776364
Aigburth,AIG,2.0,53.3645680055959,-2.92715540113816,51.663961640202366,-0.3927180131327333,3.0521197361402406
Ainsdale,ANS,2.0,53.6020355257546,-3.04265252059266,51.663961640202366,-0.3927180131327333,3.2830295886096463
Aintree,AIN,2.0,53.4739127558616,-2.95628079876913,51.663961640202366,-0.3927180131327333,3.1381168233473935
Airbles,AIR,1.0,55.7828378389089,-3.99419330717581,51.663961640202366,-0.3927180131327333,5.471358646065328
Airdrie,ADR,1.0,55.8639835131324,-3.98291292517007,51.663961640202366,-0.3927180131327333,5.525367249288459
Albany Park,AYP,2.0,51.4354507399114,0.12573706592842,51.663961640202366,-0.3927180131327333,0.5665800036677021
Albrighton,ALB,1.0,52.6379442676754,-2.26890024505565,51.663961640202366,-0.3927180131327333,2.1139304449301384
Alderley Edge,ALD,1.0,53.3037821045932,-2.23679936267512,51.663961640202366,-0.3927180131327333,2.4677210497066016
Aldermaston,AMT,2.0,51.4019618556841,-1.1374239270022,51.663961640202366,-0.3927180131327333,0.7894496723919617
Aldershot,AHT,1.0,51.2464179114788,-0.759859888333875,51.663961640202366,-0.3927180131327333,0.5559999297864965
Aldrington,AGT,2.0,50.8363824121951,-0.183821512855377,51.663961640202366,-0.3927180131327333,0.8535368336851261
Alexandra Palace,AAP,2.0,51.5979224924556,-0.120235220128854,51.663961640202366,-0.3927180131327333,0.2803712565836838
Alexandra Parade,AXP,2.0,55.8631759802332,-4.21064896878422,51.663961640202366,-0.3927180131327333,5.675385260547734
Alexandria,ALX,2.0,55.9850887680667,-4.57748537031666,51.663961640202366,-0.3927180131327333,6.015348492724028
Alfreton,ALF,2.0,53.1004322999438,-1.36969621564025,51.663961640202366,-0.3927180131327333,1.7372202981984757
Allens West,ALW,2.0,54.5246233650745,-1.36111683481751,51.663961640202366,-0.3927180131327333,3.020129431330528
Alloa,ALO,2.0,56.1177936041036,-3.79005640302655,51.663961640202366,-0.3927180131327333,5.601653978791859
Alness,ASS,2.0,57.6943991747966,-4.24971726526612,51.663961640202366,-0.3927180131327333,7.158395077781087
Alnmouth,ALM,2.0,55.3927786386397,-1.63663783937358,51.663961640202366,-0.3927180131327333,3.9308285057924173
Alresford (Essex),ALR,2.0,51.8539974379073,0.997436403040026,51.663961640202366,-0.3927180131327333,1.4030833564738685
Alsager,ASG,1.0,53.0930054110113,-2.29905784069112,51.663961640202366,-0.3927180131327333,2.382498192449084
Althorne (Essex),ALN,2.0,51.6478675266105,0.75248341471277,51.663961640202366,-0.3927180131327333,1.145314511752858
Althorpe,ALP,2.0,53.5855003548442,-0.733182290833722,51.663961640202366,-0.3927180131327333,1.951467897829182
Altnabreac,ABC,2.0,58.3881525009701,-3.7062809681672,51.663961640202366,-0.3927180131327333,7.496295230913006
Alton,AON,1.0,51.1519686627366,-0.966913302570746,51.663961640202366,-0.3927180131327333,0.7693094561924115
Altrincham,ALT,1.0,53.3877187203289,-2.34688910433965,51.663961640202366,-0.3927180131327333,2.60578646957021
Alvechurch,ALV,1.0,52.3460721156993,-1.96766073187852,51.663961640202366,-0.3927180131327333,1.7163097820944282
Ambergate,AMB,2.0,53.0605170840145,-1.48069758186533,51.663961640202366,-0.3927180131327333,1.770329531364393
Amberley,AMY,1.0,50.8966791881016,-0.541992407726222,51.663961640202366,-0.3927180131327333,0.7816682200160219
Amersham,AMR,2.0,51.6742050968552,-0.607596139216709,51.663961640202366,-0.3927180131327333,0.21512214547451725
Ammanford,AMF,1.0,51.7959795450084,-3.99673575596767,51.663961640202366,-0.3927180131327333,3.6064348902840884
Ancaster,ANC,2.0,52.9876865844111,-0.535623734022494,51.663961640202366,-0.3927180131327333,1.3314164536250255
Anderston,AND,1.0,55.8599021238713,-4.27098003165416,51.663961640202366,-0.3927180131327333,5.7137407034969465
Andover,ADV,1.0,51.2115476149434,-1.49223307188506,51.663961640202366,-0.3927180131327333,1.1889540843422652
Anerley,ANZ,2.0,51.4121513855632,-0.0658859220340606,51.663961640202366,-0.3927180131327333,0.4125865001589042
Angel Road,AGR,2.0,51.61240330726,-0.0487914234374522,51.663961640202366,-0.3927180131327333,0.34776969505007455
Angmering,ANG,1.0,50.8165743892467,-0.489394019247872,51.663961640202366,-0.3927180131327333,0.8528841675401002
Annan,ANN,1.0,54.9838388790739,-3.2625810423293,51.663961640202366,-0.3927180131327333,4.388359452862376
Anniesland,ANL,1.0,55.8893555064876,-4.32195784208586,51.663961640202366,-0.3927180131327333,5.769998176661103
Ansdell & Fairhaven,AFV,1.0,53.7414654744213,-2.99303444657805,51.663961640202366,-0.3927180131327333,3.3283130464606434
Apperley Bridge,APY,2.0,53.8417501065548,-1.70582867126391,51.663961640202366,-0.3927180131327333,2.5430340549578507
Appleby,APP,1.0,54.5803488158896,-2.48669258391647,51.663961640202366,-0.3927180131327333,3.590270694752959
Appledore (Kent),APD,2.0,51.0332342031393,0.816341504124954,51.663961640202366,-0.3927180131327333,1.3636869201306927
Appleford,APF,2.0,51.6396415502262,-1.24214153179695,51.663961640202366,-0.3927180131327333,0.8497716051012458
Appley Bridge,APB,2.0,53.5786734960166,-2.71925251339081,51.663961640202366,-0.3927180131327333,3.013118695253587
Apsley,APS,0.0,51.7325208234117,-0.462934812195194,51.663961640202366,-0.3927180131327333,0.09813643804881332
Arbroath,ARB,1.0,56.5595762979872,-2.58893177406225,51.663961640202366,-0.3927180131327333,5.365668435639113
Ardgay,ARD,2.0,57.8814576101148,-4.36209023833324,51.663961640202366,-0.3927180131327333,7.376528451654652
Ardlui,AUI,2.0,56.3019723653141,-4.72165858161935,51.663961640202366,-0.3927180131327333,6.344357330080069
Ardrossan Harbour,ADS,1.0,55.6398782290401,-4.82111163323781,51.663961640202366,-0.3927180131327333,5.951351340324518
Ardrossan South Beach,ASB,1.0,55.641422142645,-4.80121264089138,51.663961640202366,-0.3927180131327333,5.9375935303343255
